ID,CONT,COUNTRY,LIMSPENDTYPE,LIMSPENDPARTY,LIMSPENDOTHER,LIMSPENDMEDIA,LIMSPENDONLINE,RESTRONLINE,PUBFUNDPARTY,PUBFUNDOTHER,FREEMEDIAPARTY,FREEMEDIAOTHER,INDIRPUBFUND,FINREPPARTY,FINREPOTHER,FINREPPUBLIC,FINREPDONOR,FINREPINCOME,FINREPSPEND,TRANSPONLINE,SANCTIONS,MONITORBODY,REGPARTY,REGREQPARTY,REGOTHER,REGREQOTHER,DONFORPARTY,DONFOROTHER,DONCORPPARTY,DONCORPOTHER,DONTUPARTY,DONTUOTHER,DONGOVCONPARTY,DONGOVCONOTHER,DONGOVCORPPARTY,DONGOVCORPOTHER,DONLIMPARTY,DONLIMOTHER,DONIKLIMPARTY,DONIKLIMOTHER,DONBANK,OTHERACTORS
MOZ,Africa,Mozambique,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_no,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_yes,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_no,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_no,DONFOROTHER_no,DONCORPPARTY_yes,DONCORPOTHER_no,DONTUPARTY_yes,DONTUOTHER_no,DONGOVCONPARTY_yes,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
MRT,Africa,Mauritania,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_yes,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_no,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_zero
MUS,Africa,Mauritius,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_no,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_no,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_no,MONITORBODY_no,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_no,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
MWI,Africa,Malawi,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_ca,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_no,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_zero
NAM,Africa,Namibia,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_yes,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_no,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
NER,Africa,Niger,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_yes,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_yes,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_no,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_yes,DONLIMOTHER_no,DONIKLIMPARTY_yes,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
NGA,Africa,Nigeria,LIMSPENDTYPE_no,LIMSPENDPARTY_yes,LIMSPENDOTHER_no,LIMSPENDMEDIA_yes,LIMSPENDONLINE_yes,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_yes,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_yes,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_yes,DONCORPOTHER_no,DONTUPARTY_yes,DONTUOTHER_no,DONGOVCONPARTY_yes,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_yes,DONLIMOTHER_no,DONIKLIMPARTY_yes,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
NOR,Europe,Norway,LIMSPENDTYPE_yes,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_yes,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_yes,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_ca,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
NPL,Asia,Nepal,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_ca,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_zero
NRU,Oceania,Nauru,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_no,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_no,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_no,MONITORBODY_no,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_no,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
NZL,Oceania,New Zealand,LIMSPENDTYPE_no,LIMSPENDPARTY_yes,LIMSPENDOTHER_yes,LIMSPENDMEDIA_yes,LIMSPENDONLINE_yes,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_yes,FINREPOTHER_yes,FINREPPUBLIC_yes,FINREPDONOR_ca,FINREPINCOME_no,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_yes,REGREQPARTY_no,REGOTHER_yes,REGREQOTHER_yes,DONFORPARTY_no,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_low
PAK,Asia,Pakistan,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_ca,FINREPINCOME_no,FINREPSPEND_yes,TRANSPONLINE_yes,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_zero
PAN,North America,Panama,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_yes,FREEMEDIAOTHER_no,INDIRPUBFUND_yes,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_yes,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_yes,SANCTIONS_yes,MONITORBODY_yes,REGPARTY_yes,REGREQPARTY_yes,REGOTHER_yes,REGREQOTHER_yes,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_yes,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_yes,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_low
PER,South America,Peru,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_yes,FINREPPARTY_yes,FINREPOTHER_yes,FINREPPUBLIC_yes,FINREPDONOR_yes,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_yes,DONCORPOTHER_no,DONTUPARTY_yes,DONTUOTHER_no,DONGOVCONPARTY_yes,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_yes,DONLIMOTHER_no,DONIKLIMPARTY_yes,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_low
PHL,Asia,Philippines,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_no,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_no,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_yes,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
PLW,Oceania,Palau,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_no,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_no,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_no,MONITORBODY_no,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_no,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
POL,Europe,Poland,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_yes,FREEMEDIAOTHER_yes,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_yes,FINREPINCOME_yes,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_yes,REGREQPARTY_yes,REGOTHER_yes,REGREQOTHER_yes,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_yes,DONCORPOTHER_no,DONTUPARTY_yes,DONTUOTHER_no,DONGOVCONPARTY_yes,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_yes,DONLIMOTHER_no,DONIKLIMPARTY_yes,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_low
PRT,Europe,Portugal,LIMSPENDTYPE_no,LIMSPENDPARTY_yes,LIMSPENDOTHER_yes,LIMSPENDMEDIA_yes,LIMSPENDONLINE_yes,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_yes,FREEMEDIAOTHER_yes,INDIRPUBFUND_yes,FINREPPARTY_yes,FINREPOTHER_yes,FINREPPUBLIC_no,FINREPDONOR_no,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_yes,REGREQPARTY_no,REGOTHER_yes,REGREQOTHER_yes,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_yes,DONCORPOTHER_no,DONTUPARTY_yes,DONTUOTHER_no,DONGOVCONPARTY_yes,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_yes,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_high
PRY,South America,Paraguay,LIMSPENDTYPE_no,LIMSPENDPARTY_yes,LIMSPENDOTHER_no,LIMSPENDMEDIA_yes,LIMSPENDONLINE_yes,RESTRONLINE_no,PUBFUNDPARTY_yes,PUBFUNDOTHER_no,FREEMEDIAPARTY_yes,FREEMEDIAOTHER_yes,INDIRPUBFUND_yes,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_no,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_yes,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_yes,DONLIMOTHER_no,DONIKLIMPARTY_yes,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_low
RNR,Africa,Zambia,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_no,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_no,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_no,MONITORBODY_no,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_no,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
ROK,Asia,Republic of Korea,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_yes,FREEMEDIAOTHER_no,INDIRPUBFUND_yes,FINREPPARTY_yes,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_ca,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_yes,DONCORPOTHER_no,DONTUPARTY_yes,DONTUOTHER_no,DONGOVCONPARTY_yes,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_yes,DONLIMOTHER_no,DONIKLIMPARTY_yes,DONIKLIMOTHER_no,DONBANK_yes,OTHERACTORS_zero
ROU,Europe,Romania,LIMSPENDTYPE_yes,LIMSPENDPARTY_yes,LIMSPENDOTHER_yes,LIMSPENDMEDIA_yes,LIMSPENDONLINE_yes,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_yes,FINREPOTHER_yes,FINREPPUBLIC_yes,FINREPDONOR_ca,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_yes,DONCORPPARTY_yes,DONCORPOTHER_yes,DONTUPARTY_yes,DONTUOTHER_yes,DONGOVCONPARTY_yes,DONGOVCONOTHER_yes,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_yes,DONLIMPARTY_yes,DONLIMOTHER_yes,DONIKLIMPARTY_yes,DONIKLIMOTHER_yes,DONBANK_yes,OTHERACTORS_high
RUS,Europe,Russia,LIMSPENDTYPE_yes,LIMSPENDPARTY_yes,LIMSPENDOTHER_yes,LIMSPENDMEDIA_yes,LIMSPENDONLINE_yes,RESTRONLINE_no,PUBFUNDPARTY_g,PUBFUNDOTHER_no,FREEMEDIAPARTY_yes,FREEMEDIAOTHER_yes,INDIRPUBFUND_yes,FINREPPARTY_yes,FINREPOTHER_yes,FINREPPUBLIC_yes,FINREPDONOR_yes,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_yes,REGREQPARTY_no,REGOTHER_yes,REGREQOTHER_no,DONFORPARTY_yes,DONFOROTHER_yes,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_yes,DONLIMPARTY_yes,DONLIMOTHER_yes,DONIKLIMPARTY_yes,DONIKLIMOTHER_yes,DONBANK_yes,OTHERACTORS_high
RWA,Africa,Rwanda,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_yes,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
SEN,Africa,Senegal,LIMSPENDTYPE_yes,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_yes,LIMSPENDONLINE_yes,RESTRONLINE_yes,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_yes,FREEMEDIAOTHER_yes,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_no,FINREPINCOME_no,FINREPSPEND_no,TRANSPONLINE_yes,SANCTIONS_yes,MONITORBODY_g,REGPARTY_yes,REGREQPARTY_no,REGOTHER_yes,REGREQOTHER_no,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_no,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_low
SGP,Asia,Singapore,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_no,FINREPDONOR_ca,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_no,DONCORPOTHER_no,DONTUPARTY_yes,DONTUOTHER_no,DONGOVCONPARTY_no,DONGOVCONOTHER_no,DONGOVCORPPARTY_no,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
SLE,Africa,Sierra Leone,LIMSPENDTYPE_no,LIMSPENDPARTY_no,LIMSPENDOTHER_no,LIMSPENDMEDIA_no,LIMSPENDONLINE_no,RESTRONLINE_no,PUBFUNDPARTY_no,PUBFUNDOTHER_no,FREEMEDIAPARTY_no,FREEMEDIAOTHER_no,INDIRPUBFUND_no,FINREPPARTY_g,FINREPOTHER_no,FINREPPUBLIC_yes,FINREPDONOR_yes,FINREPINCOME_yes,FINREPSPEND_yes,TRANSPONLINE_no,SANCTIONS_yes,MONITORBODY_g,REGPARTY_no,NA,REGOTHER_no,NA,DONFORPARTY_yes,DONFOROTHER_no,DONCORPPARTY_yes,DONCORPOTHER_no,DONTUPARTY_yes,DONTUOTHER_no,DONGOVCONPARTY_yes,DONGOVCONOTHER_no,DONGOVCORPPARTY_yes,DONGOVCORPOTHER_no,DONLIMPARTY_no,DONLIMOTHER_no,DONIKLIMPARTY_no,DONIKLIMOTHER_no,DONBANK_no,OTHERACTORS_zero
